username,date,post,location,hashtags,sentiment,engagement
@globetrotter77,2024-01-07,Amsterdam is calling... and I must go ✈️,Amsterdam,"#wanderlust, #travel2025, #naturelovers",Neutral,1246
steven17,2025-06-10,Backpacking through Tokyo has been a dream come true!,Tokyo,"#vacationvibes, #naturelovers, #travel2025",Positive,4005
@nomadic_joe,2023-10-28,Exploring the beauty of New York! 🧳,New York,"#travelgram, #wanderlust",Negative,7404
ramirezbryan,2024-04-21,Dharamshala is calling... and I must go ✈️,Dharamshala,"#vacationvibes, #travelgram, #travel2025",Neutral,9709
wendy44,2023-11-10,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#wanderlust,Positive,7480
mjones,2024-10-11,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#travel2025, #travelgram",Negative,4921
fwhite,2023-09-17,Sunsets in Rome hit different 🌅,Rome,#naturelovers,Positive,8376
amberreynolds,2024-10-13,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#vacationvibes, #travelgram",Neutral,737
gainesjennifer,2023-09-13,Paris is calling... and I must go ✈️,Paris,"#travelgram, #naturelovers, #wanderlust",Positive,4766
jonesashley,2024-01-05,New York is calling... and I must go ✈️,New York,"#travel2025, #naturelovers",Positive,9981
fsmith,2023-10-18,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travelgram, #travel2025, #wanderlust",Positive,2816
fitzpatrickelizabeth,2024-01-17,Backpacking through Bali has been a dream come true!,Bali,#naturelovers,Positive,8051
isabelconway,2024-09-13,Sunsets in Bali hit different 🌅,Bali,#travelgram,Negative,7338
robertsonshelby,2024-07-10,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,"#travelgram, #wanderlust",Neutral,2015
ugraham,2025-02-20,Rome is calling... and I must go ✈️,Rome,"#travelgram, #wanderlust",Negative,1958
fernandezaaron,2024-12-11,Exploring the beauty of Manali! 🧳,Manali,"#travel2025, #wanderlust, #naturelovers",Positive,7479
imartinez,2025-06-20,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#travelgram, #wanderlust, #travel2025",Positive,8590
mathew46,2023-08-06,Can't get enough of Manali 😍 #wanderlust,Manali,"#wanderlust, #naturelovers, #vacationvibes",Positive,3657
diazmelissa,2024-03-15,Sunsets in Paris hit different 🌅,Paris,"#travel2025, #vacationvibes",Neutral,4680
randallkathleen,2024-02-05,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#wanderlust, #travel2025, #naturelovers",Positive,3466
gregorywilliams,2024-04-18,Exploring the beauty of Tokyo! 🧳,Tokyo,"#travelgram, #vacationvibes",Neutral,5763
kentprice,2023-09-15,Backpacking through Rome has been a dream come true!,Rome,"#travel2025, #travelgram, #wanderlust",Negative,8081
tom73,2023-10-11,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#naturelovers, #vacationvibes",Positive,4756
leejennifer,2024-09-27,Dharamshala is calling... and I must go ✈️,Dharamshala,"#travel2025, #vacationvibes",Positive,5274
tracybrown,2024-08-17,Sunsets in Santorini hit different 🌅,Santorini,"#vacationvibes, #travel2025, #naturelovers",Neutral,9897
victor70,2023-07-23,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#travelgram,Positive,6751
brian06,2023-09-24,Backpacking through Bali has been a dream come true!,Bali,"#travelgram, #naturelovers",Positive,7016
lindsaycontreras,2024-06-15,Sunsets in Dharamshala hit different 🌅,Dharamshala,#travelgram,Positive,797
joycehall,2023-08-19,New York is calling... and I must go ✈️,New York,"#travel2025, #naturelovers",Positive,1857
@vibecheck_travel,2023-07-09,Backpacking through Cape Town has been a dream come true!,Cape Town,"#travel2025, #wanderlust",Negative,1528
nmeadows,2023-07-30,Sunsets in Manali hit different 🌅,Manali,"#wanderlust, #naturelovers, #travelgram",Positive,2622
jacquelineanderson,2023-11-05,Amsterdam is calling... and I must go ✈️,Amsterdam,"#travel2025, #travelgram, #wanderlust",Negative,3582
conwaylori,2023-09-08,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,#wanderlust,Neutral,8677
lcarr,2023-08-13,Backpacking through Santorini has been a dream come true!,Santorini,"#vacationvibes, #wanderlust",Positive,3818
wilsonbrooke,2024-10-15,Exploring the beauty of Paris! 🧳,Paris,"#wanderlust, #vacationvibes",Neutral,4473
bryanharris,2024-03-13,Exploring the beauty of Santorini! 🧳,Santorini,#naturelovers,Neutral,6855
rnguyen,2024-09-14,Exploring the beauty of Bali! 🧳,Bali,"#naturelovers, #travel2025, #wanderlust",Neutral,3233
marcoconnell,2023-12-07,Sunsets in Cape Town hit different 🌅,Cape Town,"#vacationvibes, #wanderlust",Positive,1683
watkinsmatthew,2023-09-26,Backpacking through New York has been a dream come true!,New York,"#vacationvibes, #travelgram",Positive,6707
donald62,2024-12-16,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#travelgram, #travel2025",Positive,6499
@globetrotter77,2025-06-12,Backpacking through Manali has been a dream come true!,Manali,"#wanderlust, #vacationvibes, #naturelovers",Positive,7375
andersonkylie,2024-10-28,Manali is calling... and I must go ✈️,Manali,"#wanderlust, #travelgram, #travel2025",Positive,1420
bstrickland,2025-05-08,Backpacking through Santorini has been a dream come true!,Santorini,#travel2025,Negative,4145
amiller,2023-11-11,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#naturelovers, #vacationvibes",Positive,3858
mannbrittney,2024-01-31,Bali is calling... and I must go ✈️,Bali,"#vacationvibes, #travelgram",Neutral,648
ysteele,2025-02-14,Backpacking through Manali has been a dream come true!,Manali,"#vacationvibes, #wanderlust, #travel2025",Neutral,8057
nschwartz,2023-10-14,Amsterdam is calling... and I must go ✈️,Amsterdam,"#travel2025, #travelgram",Positive,9139
@eco.backpacker,2025-06-22,Exploring the beauty of Santorini! 🧳,Santorini,"#wanderlust, #vacationvibes",Positive,2040
cheryljohnson,2023-11-11,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#wanderlust, #naturelovers",Negative,8644
fsalazar,2024-10-24,Can't get enough of Rome 😍 #wanderlust,Rome,"#naturelovers, #vacationvibes, #travel2025",Positive,4870
michael08,2023-12-25,Backpacking through New York has been a dream come true!,New York,"#naturelovers, #travelgram",Positive,4804
davidmoreno,2023-09-07,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,"#travelgram, #naturelovers, #travel2025",Positive,2267
michelle88,2023-12-12,Backpacking through Tokyo has been a dream come true!,Tokyo,"#vacationvibes, #wanderlust, #travel2025",Positive,1148
qtownsend,2023-12-03,Sunsets in Bali hit different 🌅,Bali,"#travel2025, #naturelovers, #travelgram",Positive,1601
brian12,2024-12-08,Backpacking through Bali has been a dream come true!,Bali,"#naturelovers, #travel2025",Positive,3753
kjimenez,2024-11-26,Exploring the beauty of Manali! 🧳,Manali,#travelgram,Positive,7032
brownmichael,2023-12-04,Sunsets in Cape Town hit different 🌅,Cape Town,"#naturelovers, #vacationvibes",Negative,3369
nking,2025-03-11,Backpacking through Santorini has been a dream come true!,Santorini,#wanderlust,Neutral,4357
vwilliams,2023-08-04,Exploring the beauty of Cape Town! 🧳,Cape Town,#naturelovers,Positive,5459
ericjohnson,2024-07-28,Backpacking through Cape Town has been a dream come true!,Cape Town,"#travelgram, #vacationvibes, #wanderlust",Positive,3596
jonesjoe,2024-06-04,Backpacking through Santorini has been a dream come true!,Santorini,#travel2025,Positive,5347
robert53,2025-02-19,Exploring the beauty of Santorini! 🧳,Santorini,#naturelovers,Neutral,7778
nguyencorey,2025-01-18,Sunsets in Manali hit different 🌅,Manali,"#wanderlust, #travel2025, #travelgram",Positive,7823
ykane,2025-05-17,Sunsets in Manali hit different 🌅,Manali,"#travelgram, #wanderlust, #naturelovers",Neutral,4600
charlesrichards,2023-08-06,Tokyo is calling... and I must go ✈️,Tokyo,"#vacationvibes, #naturelovers, #travelgram",Neutral,9190
nthomas,2024-06-12,Sunsets in Dharamshala hit different 🌅,Dharamshala,#wanderlust,Negative,5718
paultaylor,2025-01-04,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,"#naturelovers, #travel2025, #vacationvibes",Positive,224
crystalcantrell,2023-11-29,Paris is calling... and I must go ✈️,Paris,"#naturelovers, #travel2025",Positive,1591
david90,2024-01-28,Sunsets in Manali hit different 🌅,Manali,"#wanderlust, #travelgram, #naturelovers",Neutral,6575
danielowens,2024-05-14,Sunsets in Bali hit different 🌅,Bali,"#wanderlust, #naturelovers",Negative,7496
@globetrotter77,2024-02-09,Can't get enough of Rome 😍 #wanderlust,Rome,"#naturelovers, #wanderlust",Positive,2948
kristinelittle,2024-10-11,Exploring the beauty of Tokyo! 🧳,Tokyo,"#wanderlust, #naturelovers",Positive,5198
belindatran,2023-12-20,Backpacking through Santorini has been a dream come true!,Santorini,"#travel2025, #wanderlust",Positive,5235
jenkinsaimee,2025-04-24,Backpacking through Tokyo has been a dream come true!,Tokyo,"#travelgram, #wanderlust, #naturelovers",Positive,1057
@eco.backpacker,2024-01-27,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travel2025, #travelgram, #wanderlust",Positive,3305
blairjill,2024-01-02,Amsterdam is calling... and I must go ✈️,Amsterdam,#wanderlust,Positive,1978
markriley,2025-05-17,Manali is calling... and I must go ✈️,Manali,"#wanderlust, #vacationvibes, #naturelovers",Positive,1465
robinvillanueva,2024-05-14,Sunsets in Tokyo hit different 🌅,Tokyo,"#wanderlust, #travel2025, #naturelovers",Positive,1381
williamsthomas,2025-02-10,Sunsets in Paris hit different 🌅,Paris,"#travel2025, #naturelovers, #vacationvibes",Positive,2966
simmonsphillip,2025-03-14,Can't get enough of New York 😍 #wanderlust,New York,"#travelgram, #vacationvibes, #wanderlust",Neutral,3314
chavezjohn,2024-08-31,Sunsets in Tokyo hit different 🌅,Tokyo,"#vacationvibes, #travelgram",Positive,6007
steelerichard,2023-12-11,Backpacking through Manali has been a dream come true!,Manali,"#travel2025, #wanderlust",Negative,2601
michaelallen,2023-09-03,Backpacking through Amsterdam has been a dream come true!,Amsterdam,#vacationvibes,Positive,4779
castillokevin,2024-12-22,Sunsets in Paris hit different 🌅,Paris,"#naturelovers, #travelgram, #wanderlust",Positive,3625
vhodge,2024-09-20,Sunsets in Rome hit different 🌅,Rome,#wanderlust,Positive,7835
braysteven,2023-10-10,Tokyo is calling... and I must go ✈️,Tokyo,"#travelgram, #naturelovers, #vacationvibes",Positive,604
xlopez,2024-10-23,Exploring the beauty of Manali! 🧳,Manali,"#travelgram, #wanderlust, #vacationvibes",Positive,1691
apadilla,2025-04-23,Sunsets in Tokyo hit different 🌅,Tokyo,"#travel2025, #vacationvibes",Positive,7242
cruzhannah,2024-08-10,Cape Town is calling... and I must go ✈️,Cape Town,"#naturelovers, #vacationvibes, #travelgram",Positive,4188
phillipskaren,2024-12-18,Backpacking through Manali has been a dream come true!,Manali,"#vacationvibes, #naturelovers",Positive,3888
kristinmiller,2025-05-09,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#vacationvibes, #travelgram",Negative,517
jill08,2025-05-31,Backpacking through Tokyo has been a dream come true!,Tokyo,#travelgram,Negative,8636
pamela16,2024-04-03,Backpacking through Paris has been a dream come true!,Paris,#travel2025,Neutral,931
xharvey,2024-04-04,Sunsets in Santorini hit different 🌅,Santorini,#travelgram,Positive,63
deborahbush,2024-09-02,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,#travelgram,Positive,3381
devonrogers,2024-08-17,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#travel2025, #naturelovers, #travelgram",Positive,131
banksjo,2025-01-29,Can't get enough of Rome 😍 #wanderlust,Rome,"#wanderlust, #vacationvibes",Positive,3531
karenhodges,2024-02-28,Rome is calling... and I must go ✈️,Rome,"#travel2025, #wanderlust",Positive,2237
rachael86,2024-01-26,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#vacationvibes, #naturelovers",Positive,9658
brownmichael,2024-07-06,Can't get enough of Bali 😍 #wanderlust,Bali,"#travel2025, #naturelovers, #vacationvibes",Positive,76
harrisonamanda,2025-03-27,Backpacking through Cape Town has been a dream come true!,Cape Town,"#wanderlust, #travel2025",Positive,3510
shannon51,2023-11-18,New York is calling... and I must go ✈️,New York,#travelgram,Positive,2519
zmiller,2025-05-22,Sunsets in New York hit different 🌅,New York,"#vacationvibes, #wanderlust",Positive,2991
keithfrye,2023-09-17,Tokyo is calling... and I must go ✈️,Tokyo,"#naturelovers, #wanderlust, #travel2025",Neutral,1711
joshuaterry,2024-07-14,Exploring the beauty of Dharamshala! 🧳,Dharamshala,#travelgram,Positive,7499
nancymeyer,2024-10-24,Bali is calling... and I must go ✈️,Bali,"#vacationvibes, #naturelovers, #wanderlust",Positive,1949
cartertara,2024-08-18,Cape Town is calling... and I must go ✈️,Cape Town,"#travelgram, #vacationvibes, #naturelovers",Positive,6027
thomasfisher,2025-01-17,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#naturelovers, #vacationvibes",Negative,163
carterbryan,2025-05-02,Backpacking through Manali has been a dream come true!,Manali,"#travel2025, #vacationvibes",Positive,702
marystone,2024-03-11,Santorini is calling... and I must go ✈️,Santorini,"#travelgram, #wanderlust",Negative,4184
plane,2024-11-07,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#travelgram, #wanderlust, #naturelovers",Positive,6883
todd88,2024-06-04,Bali is calling... and I must go ✈️,Bali,"#travelgram, #wanderlust",Positive,649
itorres,2025-05-22,Amsterdam is calling... and I must go ✈️,Amsterdam,#travel2025,Positive,2419
george43,2024-07-05,Rome is calling... and I must go ✈️,Rome,"#travelgram, #vacationvibes",Neutral,8627
@eco.backpacker,2024-03-25,Cape Town is calling... and I must go ✈️,Cape Town,#wanderlust,Positive,1706
stephen29,2025-06-11,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #travelgram, #vacationvibes",Neutral,416
jennifermitchell,2023-11-08,Sunsets in Tokyo hit different 🌅,Tokyo,"#wanderlust, #vacationvibes, #naturelovers",Neutral,5017
evanwilson,2024-02-25,Backpacking through Cape Town has been a dream come true!,Cape Town,"#travel2025, #wanderlust, #naturelovers",Positive,7208
scottwood,2023-12-01,Can't get enough of New York 😍 #wanderlust,New York,"#naturelovers, #wanderlust",Neutral,4718
wadetiffany,2023-10-17,Exploring the beauty of New York! 🧳,New York,"#travel2025, #wanderlust",Neutral,4551
shane28,2024-02-14,New York is calling... and I must go ✈️,New York,"#travelgram, #wanderlust, #vacationvibes",Positive,3671
knapprichard,2024-07-16,Backpacking through Santorini has been a dream come true!,Santorini,"#naturelovers, #vacationvibes",Positive,5436
staciereilly,2023-10-24,Amsterdam is calling... and I must go ✈️,Amsterdam,"#naturelovers, #wanderlust",Positive,7330
cordovaamy,2024-07-23,Tokyo is calling... and I must go ✈️,Tokyo,"#vacationvibes, #travel2025, #travelgram",Neutral,4239
deborah47,2025-05-20,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#naturelovers, #wanderlust, #travelgram",Positive,1411
tara92,2025-03-07,Backpacking through Paris has been a dream come true!,Paris,"#travelgram, #naturelovers",Neutral,7707
hmorgan,2025-01-13,Can't get enough of Bali 😍 #wanderlust,Bali,"#naturelovers, #travel2025, #travelgram",Positive,433
imccullough,2024-12-02,Backpacking through New York has been a dream come true!,New York,"#vacationvibes, #travel2025, #naturelovers",Negative,9997
parkerrichard,2025-04-08,Exploring the beauty of Santorini! 🧳,Santorini,"#travel2025, #naturelovers",Negative,2976
seandavis,2023-08-06,Tokyo is calling... and I must go ✈️,Tokyo,"#vacationvibes, #travelgram, #wanderlust",Positive,5283
brandywalker,2025-06-20,Exploring the beauty of Manali! 🧳,Manali,"#travelgram, #vacationvibes, #wanderlust",Negative,7650
@nomadic_joe,2025-04-14,New York is calling... and I must go ✈️,New York,#travel2025,Positive,7652
frhodes,2024-07-26,Exploring the beauty of Tokyo! 🧳,Tokyo,"#naturelovers, #vacationvibes",Negative,525
ulee,2024-10-05,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,#naturelovers,Neutral,9873
kerrmichael,2023-10-17,Cape Town is calling... and I must go ✈️,Cape Town,#travelgram,Neutral,7781
xwood,2023-07-04,Sunsets in Santorini hit different 🌅,Santorini,#naturelovers,Negative,9094
michael47,2025-05-04,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,#vacationvibes,Positive,2920
@eco.backpacker,2025-01-20,Can't get enough of Rome 😍 #wanderlust,Rome,"#travel2025, #travelgram",Positive,7605
slara,2023-10-30,Can't get enough of Rome 😍 #wanderlust,Rome,"#naturelovers, #vacationvibes, #wanderlust",Neutral,8245
achandler,2023-10-11,Backpacking through Santorini has been a dream come true!,Santorini,"#travel2025, #naturelovers",Positive,162
thomaskevin,2025-04-28,Bali is calling... and I must go ✈️,Bali,"#vacationvibes, #naturelovers, #wanderlust",Neutral,8853
carl96,2023-09-01,Backpacking through Santorini has been a dream come true!,Santorini,"#naturelovers, #wanderlust, #travel2025",Positive,4849
ortizrobin,2024-05-11,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#vacationvibes, #naturelovers",Positive,2441
