Date,UPI ID,Amount,Type,Purpose
2025-01-24,phonepe@upi,13325.39,Credit,House Rent
2025-03-30,swiggy@upi,1951.15,Credit,House Rent
2025-01-08,rentcollection@upi,7427.52,Debit,Subscription
2025-01-10,rentcollection@upi,1732.77,Credit,Reimbursement
2025-02-21,paytm@upi,10482.05,Credit,Shopping
2025-04-14,swiggy@upi,7437.06,Debit,Food Delivery
2025-02-01,rentcollection@upi,11961.14,Debit,House Rent
2025-03-26,gpay@upi,8931.96,Credit,Subscription
2025-03-21,gpay@upi,4412.52,Debit,Subscription
2025-04-05,gpay@upi,12539.76,Credit,Medical
2025-04-04,swiggy@upi,8329.22,Debit,House Rent
2025-04-21,swiggy@upi,453.52,Debit,House Rent
2025-06-08,amazon@upi,1834.52,Credit,Subscription
2025-03-30,gpay@upi,11781.11,Credit,Reimbursement
2025-03-26,swiggy@upi,5582.6,Debit,Subscription
2025-03-01,phonepe@upi,9899.59,Credit,Shopping
2025-03-19,phonepe@upi,7814.67,Debit,Medical
2025-04-02,rentcollection@upi,10646.21,Debit,House Rent
2024-12-25,swiggy@upi,13428.66,Debit,Shopping
2025-04-04,rentcollection@upi,8772.51,Debit,Medical
2025-04-14,swiggy@upi,11952.08,Debit,Subscription
2025-05-25,phonepe@upi,3125.08,Debit,Reimbursement
2025-03-21,rentcollection@upi,10638.27,Credit,Medical
2025-02-03,swiggy@upi,5841.88,Debit,Shopping
2025-05-23,phonepe@upi,6170.12,Debit,Medical
2024-12-31,gpay@upi,10190.25,Credit,Medical
2025-04-22,amazon@upi,11584.8,Debit,Reimbursement
2025-02-24,phonepe@upi,5967.76,Credit,Shopping
2025-03-09,phonepe@upi,666.09,Debit,Food Delivery
2025-01-20,amazon@upi,6311.16,Credit,Subscription
2025-05-15,paytm@upi,1995.06,Debit,Medical
2025-04-05,swiggy@upi,10065.16,Debit,Medical
2025-02-24,phonepe@upi,2476.97,Debit,Reimbursement
2024-12-29,swiggy@upi,13505.76,Debit,Shopping
2025-04-01,paytm@upi,2129.44,Credit,Subscription
2025-04-09,gpay@upi,3524.13,Debit,Food Delivery
2025-02-10,swiggy@upi,4487.73,Credit,Shopping
2025-03-20,paytm@upi,14577.84,Debit,Subscription
2025-05-31,swiggy@upi,7372.38,Debit,House Rent
2025-06-03,paytm@upi,4553.43,Debit,Subscription
2025-05-30,paytm@upi,5316.2,Debit,Medical
2025-05-09,swiggy@upi,4577.3,Credit,Shopping
2025-02-21,swiggy@upi,5701.39,Credit,Reimbursement
2025-06-08,paytm@upi,1828.57,Debit,Medical
2025-03-03,paytm@upi,10926.33,Debit,Subscription
2025-02-04,paytm@upi,12304.31,Debit,Shopping
2025-02-10,rentcollection@upi,12330.88,Credit,Reimbursement
2025-01-18,rentcollection@upi,7800.75,Debit,Reimbursement
2025-04-04,phonepe@upi,3914.76,Debit,Subscription
2025-05-20,rentcollection@upi,6765.11,Debit,Reimbursement
2025-03-12,amazon@upi,2994.81,Credit,Medical
2025-03-27,paytm@upi,8145.3,Debit,Reimbursement
2025-04-03,paytm@upi,7935.65,Credit,Food Delivery
2025-06-12,paytm@upi,12197.07,Debit,Food Delivery
2025-06-04,rentcollection@upi,10724.85,Debit,Subscription
2025-03-18,rentcollection@upi,7581.31,Debit,Food Delivery
2025-06-19,gpay@upi,5488.64,Credit,Reimbursement
2025-01-26,rentcollection@upi,2393.0,Debit,House Rent
2025-06-14,phonepe@upi,10047.61,Credit,Food Delivery
2025-02-09,gpay@upi,12380.18,Debit,Food Delivery
2025-03-21,gpay@upi,7202.84,Debit,Medical
2025-05-24,gpay@upi,1549.26,Debit,Medical
2025-06-25,swiggy@upi,8669.84,Debit,Shopping
2025-02-21,amazon@upi,5216.62,Credit,Shopping
2025-05-08,rentcollection@upi,12597.97,Debit,Food Delivery
2025-02-20,rentcollection@upi,9775.92,Credit,Medical
2024-12-25,paytm@upi,247.95,Credit,Shopping
2025-01-01,paytm@upi,11680.22,Credit,House Rent
2025-05-01,amazon@upi,5552.91,Credit,Reimbursement
2025-06-19,swiggy@upi,6835.18,Credit,Food Delivery
2025-06-20,swiggy@upi,6033.21,Debit,Reimbursement
2025-04-02,paytm@upi,11364.64,Credit,Food Delivery
2025-04-12,swiggy@upi,11393.61,Credit,Shopping
2025-01-21,swiggy@upi,2811.46,Debit,Subscription
2025-02-11,amazon@upi,2074.47,Credit,Shopping
2025-01-19,phonepe@upi,14986.3,Debit,House Rent
2025-03-23,amazon@upi,7248.25,Debit,Shopping
2025-02-27,amazon@upi,13603.65,Debit,Food Delivery
2025-01-02,amazon@upi,10074.98,Debit,Reimbursement
2025-02-01,swiggy@upi,13004.81,Credit,Shopping
2025-03-21,paytm@upi,1680.18,Debit,Medical
2025-01-19,gpay@upi,11326.66,Debit,Subscription
2025-01-07,gpay@upi,8237.53,Debit,Shopping
2025-01-07,gpay@upi,5535.57,Credit,Subscription
2025-02-19,rentcollection@upi,3449.11,Credit,Medical
2025-02-02,paytm@upi,3291.02,Credit,Subscription
2025-04-11,gpay@upi,6415.21,Debit,Subscription
2025-01-16,phonepe@upi,7739.63,Credit,House Rent
2025-04-27,amazon@upi,3371.52,Credit,Medical
2025-01-20,gpay@upi,8760.44,Debit,House Rent
2025-02-11,rentcollection@upi,13882.85,Debit,Subscription
2025-01-10,amazon@upi,9681.0,Debit,Medical
2025-02-01,rentcollection@upi,7814.92,Debit,Subscription
2025-05-06,amazon@upi,12845.67,Debit,House Rent
2025-05-16,gpay@upi,8624.41,Debit,Reimbursement
2025-06-16,swiggy@upi,13365.81,Credit,Subscription
2025-03-25,paytm@upi,13885.44,Credit,Reimbursement
2025-05-16,swiggy@upi,1327.5,Credit,Food Delivery
2025-05-02,rentcollection@upi,9751.58,Debit,House Rent
2025-05-09,gpay@upi,9557.85,Debit,House Rent
2025-05-07,rentcollection@upi,7550.32,Credit,House Rent
2025-02-03,gpay@upi,10269.8,Credit,Medical
2025-04-15,amazon@upi,12137.18,Debit,Medical
2025-03-28,paytm@upi,11018.58,Debit,Reimbursement
2025-05-16,amazon@upi,9225.38,Debit,Subscription
2025-03-19,rentcollection@upi,5583.67,Debit,Food Delivery
2025-04-29,paytm@upi,7370.37,Debit,Subscription
2025-04-12,phonepe@upi,10024.82,Debit,House Rent
2025-02-24,gpay@upi,10210.98,Credit,Medical
2025-06-11,paytm@upi,12100.05,Credit,Medical
2025-06-24,swiggy@upi,11982.98,Debit,Subscription
2025-03-30,amazon@upi,294.46,Debit,Food Delivery
2025-06-21,amazon@upi,10220.65,Credit,Shopping
2025-05-20,rentcollection@upi,12826.96,Credit,Subscription
2025-01-06,paytm@upi,840.27,Debit,House Rent
2025-01-25,rentcollection@upi,10937.32,Debit,Reimbursement
2025-02-05,rentcollection@upi,13655.38,Debit,House Rent
2025-06-24,rentcollection@upi,1947.52,Debit,Subscription
2025-06-07,swiggy@upi,2323.95,Debit,House Rent
2025-01-03,gpay@upi,12545.26,Credit,Shopping
2025-02-25,phonepe@upi,7226.3,Credit,Reimbursement
2025-03-17,swiggy@upi,10514.38,Credit,Medical
2025-05-23,gpay@upi,11425.08,Credit,Shopping
2025-04-16,amazon@upi,8967.89,Credit,Reimbursement
2025-06-21,phonepe@upi,6829.97,Credit,Subscription
2025-02-26,amazon@upi,14869.0,Credit,Food Delivery
2025-06-20,swiggy@upi,9882.17,Debit,House Rent
2025-03-01,gpay@upi,7116.32,Credit,Medical
2025-06-03,amazon@upi,10055.33,Debit,Reimbursement
2025-01-17,paytm@upi,5570.79,Debit,Medical
2025-03-02,phonepe@upi,724.05,Debit,Food Delivery
2025-01-10,rentcollection@upi,3994.27,Debit,Shopping
2025-02-16,swiggy@upi,13889.82,Credit,Medical
2025-03-03,swiggy@upi,14727.52,Debit,Reimbursement
2025-06-04,rentcollection@upi,11984.83,Credit,Medical
2025-06-24,gpay@upi,14321.98,Debit,Medical
2025-01-26,rentcollection@upi,5945.63,Debit,Subscription
2025-04-26,paytm@upi,9718.35,Credit,Medical
2025-02-04,phonepe@upi,12028.25,Credit,Shopping
2025-03-07,swiggy@upi,12336.21,Credit,House Rent
2025-01-20,rentcollection@upi,2744.26,Credit,Food Delivery
2025-06-04,swiggy@upi,2558.78,Debit,Reimbursement
2025-02-02,phonepe@upi,7426.44,Credit,Medical
2025-03-30,phonepe@upi,4331.12,Credit,Shopping
2025-05-15,swiggy@upi,5212.59,Credit,Reimbursement
2025-02-18,paytm@upi,2781.68,Credit,Shopping
2025-01-23,phonepe@upi,8391.78,Debit,House Rent
2025-05-02,swiggy@upi,6589.27,Credit,House Rent
2025-02-26,paytm@upi,1552.63,Debit,Food Delivery
2025-05-22,rentcollection@upi,11019.45,Debit,Food Delivery
2025-06-23,phonepe@upi,9862.57,Credit,Medical
2025-06-11,paytm@upi,6991.52,Credit,Shopping
2025-03-03,paytm@upi,11514.33,Debit,House Rent
2025-02-21,gpay@upi,4129.18,Credit,House Rent
2025-06-15,phonepe@upi,14380.27,Credit,Reimbursement
2025-05-17,gpay@upi,8378.86,Credit,Medical
2025-03-18,phonepe@upi,6139.46,Debit,Shopping
2025-06-12,phonepe@upi,14180.22,Credit,Shopping
2025-04-09,gpay@upi,6314.62,Debit,Subscription
2025-01-13,gpay@upi,10313.21,Debit,Shopping
2025-05-11,paytm@upi,981.76,Debit,House Rent
2025-01-19,swiggy@upi,5501.98,Debit,Medical
2025-06-14,paytm@upi,4163.39,Credit,Reimbursement
2025-03-19,gpay@upi,972.55,Credit,Food Delivery
2025-06-02,paytm@upi,1739.25,Credit,House Rent
2025-02-23,amazon@upi,14734.48,Credit,House Rent
2025-02-06,swiggy@upi,8174.43,Debit,Subscription
2025-03-08,amazon@upi,8822.42,Credit,Shopping
2025-04-10,rentcollection@upi,7493.59,Credit,Subscription
2025-06-09,phonepe@upi,8627.77,Credit,Reimbursement
2025-03-20,swiggy@upi,10052.37,Credit,Food Delivery
2025-06-17,amazon@upi,587.59,Debit,House Rent
2025-01-01,swiggy@upi,2997.11,Debit,House Rent
2025-04-28,phonepe@upi,1773.91,Credit,Shopping
2025-04-04,phonepe@upi,11629.16,Debit,Subscription
2025-06-02,swiggy@upi,14814.11,Debit,Food Delivery
2025-03-30,paytm@upi,1314.01,Credit,House Rent
2025-03-02,rentcollection@upi,13840.7,Debit,Reimbursement
2024-12-25,swiggy@upi,14134.68,Debit,Shopping
2024-12-31,amazon@upi,6593.72,Credit,Food Delivery
2025-04-03,paytm@upi,8154.68,Debit,Reimbursement
2025-05-13,swiggy@upi,1361.64,Credit,House Rent
2025-03-21,gpay@upi,3303.91,Debit,Food Delivery
2025-03-10,rentcollection@upi,5600.3,Credit,Reimbursement
2025-02-04,phonepe@upi,14967.55,Credit,Reimbursement
2025-02-20,paytm@upi,3747.78,Credit,Medical
2025-04-21,amazon@upi,115.74,Credit,Medical
2025-04-11,gpay@upi,3928.45,Credit,Medical
2025-01-15,swiggy@upi,145.4,Debit,Medical
2025-06-11,rentcollection@upi,9553.7,Credit,Shopping
2025-03-12,gpay@upi,12067.8,Credit,Shopping
2025-05-03,swiggy@upi,14153.61,Credit,Medical
2025-03-24,swiggy@upi,9813.32,Credit,Shopping
2025-04-07,swiggy@upi,13708.09,Debit,Subscription
2025-02-13,swiggy@upi,14260.78,Debit,Shopping
2025-06-10,rentcollection@upi,619.55,Credit,Reimbursement
2025-03-16,phonepe@upi,12583.75,Credit,Reimbursement
2025-03-31,phonepe@upi,14181.28,Debit,Shopping
2025-06-18,swiggy@upi,7910.82,Credit,Subscription
2025-01-22,phonepe@upi,5917.09,Credit,Food Delivery
2025-03-07,phonepe@upi,192.3,Debit,Food Delivery
2025-06-22,paytm@upi,8694.87,Debit,Food Delivery
2025-06-18,rentcollection@upi,8558.84,Debit,Shopping
2025-02-16,paytm@upi,2673.64,Credit,Medical
2025-02-18,phonepe@upi,1247.99,Debit,House Rent
2025-03-26,rentcollection@upi,11621.1,Credit,House Rent
2025-04-24,amazon@upi,9552.28,Debit,House Rent
2025-03-31,swiggy@upi,1042.87,Debit,House Rent
2025-04-27,gpay@upi,13978.26,Credit,Subscription
2025-04-07,phonepe@upi,764.94,Debit,Reimbursement
2025-03-24,rentcollection@upi,12765.91,Credit,Medical
2025-05-01,rentcollection@upi,7879.23,Debit,House Rent
2025-06-17,paytm@upi,9772.47,Credit,Medical
2025-03-10,gpay@upi,10898.26,Credit,Subscription
2024-12-26,phonepe@upi,13573.13,Debit,Subscription
2025-02-18,gpay@upi,581.26,Debit,Subscription
2025-03-19,gpay@upi,2593.34,Credit,Subscription
2025-04-26,gpay@upi,2418.66,Debit,Medical
2025-04-05,swiggy@upi,11913.45,Debit,Medical
2025-06-19,gpay@upi,5091.79,Debit,Food Delivery
2025-01-13,paytm@upi,12595.93,Credit,Subscription
2025-06-22,rentcollection@upi,5033.13,Debit,Subscription
2025-02-11,amazon@upi,2694.99,Debit,Reimbursement
2025-02-01,amazon@upi,13994.08,Debit,Shopping
2025-01-30,amazon@upi,13766.7,Credit,House Rent
2025-03-13,rentcollection@upi,5042.24,Credit,Food Delivery
2025-03-20,swiggy@upi,845.85,Credit,Medical
2025-06-13,phonepe@upi,8830.31,Credit,Reimbursement
2025-02-21,amazon@upi,11049.77,Credit,Shopping
2025-05-04,paytm@upi,4334.8,Debit,Subscription
2025-05-15,gpay@upi,3634.23,Debit,Food Delivery
2025-04-12,gpay@upi,12876.77,Credit,Subscription
2025-06-06,paytm@upi,5163.22,Credit,Shopping
2025-03-12,amazon@upi,8687.27,Debit,Subscription
2025-06-15,phonepe@upi,2106.52,Credit,Medical
2024-12-28,swiggy@upi,6272.59,Debit,Medical
2024-12-30,swiggy@upi,5061.08,Debit,Medical
2025-06-23,swiggy@upi,9476.02,Debit,Subscription
2025-05-09,phonepe@upi,2157.09,Debit,Reimbursement
2025-06-05,phonepe@upi,4998.29,Credit,Food Delivery
2025-04-20,amazon@upi,13842.3,Debit,Shopping
2025-05-28,paytm@upi,6406.25,Credit,Subscription
2024-12-28,phonepe@upi,11314.88,Debit,Subscription
2025-06-05,phonepe@upi,339.06,Debit,Shopping
2025-04-06,paytm@upi,7468.45,Credit,Food Delivery
2025-04-13,swiggy@upi,13532.05,Credit,Medical
2025-06-22,rentcollection@upi,12168.58,Credit,Shopping
2025-05-16,rentcollection@upi,11849.61,Debit,Medical
2025-06-16,rentcollection@upi,12968.23,Credit,Medical
2025-02-13,rentcollection@upi,12400.82,Debit,Reimbursement
2025-02-14,phonepe@upi,8583.17,Debit,Reimbursement
2025-02-01,amazon@upi,14915.24,Credit,Reimbursement
2025-04-13,phonepe@upi,10535.47,Debit,Subscription
2025-02-23,phonepe@upi,11928.0,Debit,Food Delivery
2025-04-07,gpay@upi,12039.32,Debit,Subscription
2025-01-08,rentcollection@upi,2092.76,Debit,Reimbursement
2025-01-01,gpay@upi,9138.76,Debit,Reimbursement
2025-02-28,amazon@upi,3544.78,Debit,Medical
2025-03-03,gpay@upi,4236.53,Debit,House Rent
2025-06-07,rentcollection@upi,5330.49,Credit,Subscription
2025-01-24,phonepe@upi,4631.88,Credit,Reimbursement
2025-05-31,phonepe@upi,9286.83,Debit,Shopping
2025-02-02,amazon@upi,805.09,Debit,Shopping
2025-01-15,rentcollection@upi,249.44,Debit,Shopping
2025-04-08,swiggy@upi,7897.58,Debit,Reimbursement
2025-02-18,paytm@upi,5997.48,Credit,Food Delivery
2025-06-21,swiggy@upi,12625.03,Debit,House Rent
2025-03-23,phonepe@upi,13430.18,Debit,Subscription
2025-02-25,gpay@upi,8039.42,Credit,House Rent
2025-02-28,amazon@upi,1631.03,Credit,Reimbursement
2025-02-26,gpay@upi,13952.18,Credit,Food Delivery
2024-12-26,paytm@upi,13178.76,Credit,Subscription
2025-05-25,phonepe@upi,4829.21,Debit,Shopping
2025-04-05,amazon@upi,6952.96,Credit,Shopping
2025-01-11,gpay@upi,1233.0,Credit,Medical
2025-02-17,amazon@upi,7525.66,Credit,Food Delivery
2025-06-01,paytm@upi,9191.63,Credit,Subscription
2025-03-25,swiggy@upi,11039.37,Credit,Subscription
2025-03-27,swiggy@upi,14849.1,Credit,Subscription
2025-03-03,phonepe@upi,8220.8,Debit,Food Delivery
2025-05-09,amazon@upi,7444.41,Credit,Reimbursement
2025-01-05,swiggy@upi,4802.25,Credit,Medical
2025-02-03,swiggy@upi,14012.66,Debit,Reimbursement
2025-03-16,amazon@upi,12899.3,Debit,Medical
2025-04-23,swiggy@upi,2798.4,Credit,House Rent
2025-02-01,paytm@upi,11885.47,Debit,Subscription
2025-06-12,rentcollection@upi,14295.96,Debit,Food Delivery
2025-05-10,phonepe@upi,1057.11,Debit,Reimbursement
2025-02-15,rentcollection@upi,155.15,Debit,Reimbursement
2025-01-28,amazon@upi,8178.74,Debit,Shopping
2025-05-02,paytm@upi,6802.72,Debit,Subscription
2025-05-06,amazon@upi,4371.83,Debit,Subscription
2025-01-17,phonepe@upi,1733.91,Credit,Medical
2025-05-26,amazon@upi,1035.61,Credit,Food Delivery
2025-02-10,phonepe@upi,1631.64,Credit,House Rent
2025-01-04,phonepe@upi,11257.36,Credit,Food Delivery
2025-05-13,paytm@upi,11948.64,Credit,Shopping
2025-06-11,phonepe@upi,2808.99,Debit,House Rent
2025-03-07,gpay@upi,10369.2,Credit,Shopping
2025-06-14,gpay@upi,4640.2,Credit,House Rent
2025-04-04,rentcollection@upi,5046.95,Credit,House Rent
2025-05-19,phonepe@upi,5648.45,Credit,Food Delivery
2025-02-19,swiggy@upi,6392.16,Credit,Medical
2025-02-24,swiggy@upi,11571.68,Debit,House Rent
2024-12-25,amazon@upi,5644.32,Credit,Medical
2025-03-15,gpay@upi,9381.99,Debit,Medical
2025-01-07,swiggy@upi,1598.03,Credit,House Rent
2025-03-16,paytm@upi,6719.05,Credit,Subscription
2025-05-10,amazon@upi,1820.85,Credit,House Rent
2025-03-29,rentcollection@upi,11048.34,Credit,Subscription
2024-12-28,phonepe@upi,493.26,Debit,Reimbursement
2024-12-27,rentcollection@upi,11314.71,Credit,Medical
2025-04-22,amazon@upi,7811.13,Credit,Medical
2025-01-09,gpay@upi,12225.36,Debit,Reimbursement
2025-03-12,gpay@upi,12334.74,Credit,Medical
2025-05-15,paytm@upi,5387.63,Credit,Shopping
2025-05-12,paytm@upi,4516.42,Credit,Food Delivery
2024-12-30,amazon@upi,2021.74,Credit,House Rent
2024-12-25,swiggy@upi,9467.0,Credit,House Rent
2025-03-26,phonepe@upi,11272.16,Credit,Food Delivery
2025-06-08,phonepe@upi,14508.54,Credit,Food Delivery
2025-05-04,amazon@upi,9249.7,Debit,Shopping
2025-03-29,amazon@upi,7059.2,Debit,Subscription
2025-01-10,paytm@upi,5280.98,Debit,Subscription
2025-05-26,swiggy@upi,164.33,Debit,Shopping
2025-04-27,paytm@upi,7756.71,Debit,Shopping
2025-02-14,swiggy@upi,8189.14,Credit,Food Delivery
2025-02-04,rentcollection@upi,9857.08,Credit,Reimbursement
2025-03-28,paytm@upi,6984.22,Credit,Subscription
2025-06-13,paytm@upi,4473.87,Credit,Reimbursement
2025-02-14,swiggy@upi,378.19,Debit,Shopping
2025-04-08,swiggy@upi,5204.11,Debit,Reimbursement
2025-05-07,rentcollection@upi,6312.72,Debit,House Rent
2025-06-16,amazon@upi,6021.29,Debit,Medical
2025-06-06,rentcollection@upi,6051.83,Credit,Reimbursement
2025-04-08,rentcollection@upi,2905.67,Credit,House Rent
2025-03-16,phonepe@upi,1356.11,Debit,Food Delivery
2025-05-11,phonepe@upi,12995.88,Credit,Reimbursement
2025-05-18,swiggy@upi,11624.19,Credit,Food Delivery
2025-06-10,gpay@upi,11261.43,Credit,Medical
2025-05-19,paytm@upi,7187.85,Debit,Medical
2025-03-06,amazon@upi,8641.3,Debit,Medical
2025-04-09,rentcollection@upi,4985.84,Credit,Subscription
2025-01-28,paytm@upi,4291.32,Credit,Subscription
2025-02-24,rentcollection@upi,8250.88,Debit,Medical
2025-05-25,swiggy@upi,2125.9,Debit,Reimbursement
2025-02-09,gpay@upi,14511.11,Credit,Shopping
2025-04-13,gpay@upi,2902.39,Credit,Reimbursement
2025-02-17,phonepe@upi,4260.34,Credit,Food Delivery
2025-05-16,rentcollection@upi,6051.94,Credit,Shopping
2024-12-28,swiggy@upi,9183.04,Debit,Food Delivery
2025-01-02,phonepe@upi,1327.93,Debit,Reimbursement
2025-03-13,rentcollection@upi,1851.02,Debit,Medical
2025-06-20,rentcollection@upi,7705.75,Debit,Subscription
2025-05-10,paytm@upi,13993.74,Debit,House Rent
2025-01-13,paytm@upi,3911.3,Debit,Shopping
2025-04-24,swiggy@upi,2535.08,Debit,Reimbursement
2025-01-11,paytm@upi,12320.12,Debit,House Rent
2025-02-22,rentcollection@upi,14332.24,Debit,Reimbursement
2025-02-14,amazon@upi,12343.39,Debit,Shopping
2025-05-13,gpay@upi,4784.62,Debit,Shopping
2025-03-24,amazon@upi,1069.95,Debit,Food Delivery
2025-03-30,rentcollection@upi,5349.83,Debit,House Rent
2025-02-07,amazon@upi,3583.8,Debit,Subscription
2025-02-02,paytm@upi,11833.44,Credit,House Rent
2025-04-03,rentcollection@upi,13014.27,Debit,Food Delivery
2025-04-24,swiggy@upi,11827.15,Debit,Subscription
2025-02-08,swiggy@upi,9633.09,Credit,Food Delivery
2024-12-31,phonepe@upi,6832.0,Debit,Medical
2025-02-03,swiggy@upi,5691.8,Debit,Reimbursement
2025-04-03,rentcollection@upi,1417.94,Credit,Subscription
2025-03-18,gpay@upi,13325.82,Credit,Subscription
2025-06-23,rentcollection@upi,225.82,Credit,Shopping
2025-06-13,rentcollection@upi,2707.99,Debit,Medical
2025-03-19,gpay@upi,754.18,Credit,Food Delivery
2025-06-18,gpay@upi,295.64,Credit,Food Delivery
2025-03-02,rentcollection@upi,11611.29,Credit,Medical
2025-05-20,phonepe@upi,464.34,Debit,House Rent
2025-01-02,paytm@upi,7462.14,Credit,House Rent
2025-03-11,gpay@upi,6049.77,Credit,Food Delivery
2025-06-04,amazon@upi,4554.01,Credit,Medical
2025-04-02,amazon@upi,10213.61,Credit,House Rent
2025-01-16,gpay@upi,6663.69,Credit,Reimbursement
2025-05-04,amazon@upi,9536.78,Debit,Shopping
2025-02-02,gpay@upi,10900.14,Credit,Medical
2025-04-04,amazon@upi,3153.56,Debit,Food Delivery
2025-05-29,swiggy@upi,2934.38,Credit,Shopping
2025-05-19,rentcollection@upi,9176.63,Credit,Shopping
2025-05-31,gpay@upi,7142.21,Debit,Subscription
2025-01-04,swiggy@upi,9182.91,Debit,Subscription
2025-03-07,paytm@upi,10685.09,Debit,Subscription
2025-02-19,swiggy@upi,136.82,Credit,Shopping
2025-04-16,rentcollection@upi,2832.21,Credit,Subscription
2025-05-24,paytm@upi,4234.54,Credit,Medical
2025-01-19,phonepe@upi,881.08,Credit,Shopping
2025-01-20,swiggy@upi,9877.45,Credit,House Rent
2025-04-09,rentcollection@upi,6005.95,Credit,Medical
2025-01-28,gpay@upi,14000.58,Debit,Subscription
2025-03-15,phonepe@upi,9420.7,Credit,Shopping
2025-04-13,swiggy@upi,551.47,Credit,Medical
2025-04-02,amazon@upi,1653.0,Credit,Reimbursement
2025-01-29,rentcollection@upi,13104.0,Credit,Shopping
2025-02-20,swiggy@upi,6194.23,Debit,Subscription
2025-04-25,paytm@upi,4717.96,Debit,House Rent
2025-02-27,amazon@upi,6960.35,Credit,House Rent
2025-06-14,amazon@upi,4393.47,Credit,Medical
2025-04-02,amazon@upi,4926.15,Debit,Shopping
2025-03-19,paytm@upi,13388.34,Credit,Subscription
2024-12-29,paytm@upi,852.64,Credit,Medical
2025-01-21,rentcollection@upi,6589.1,Credit,Shopping
2025-02-16,amazon@upi,3601.97,Credit,Shopping
2025-03-15,rentcollection@upi,3510.04,Credit,House Rent
2025-04-23,rentcollection@upi,2037.18,Debit,Shopping
2025-01-08,rentcollection@upi,3445.47,Debit,Shopping
2025-06-15,paytm@upi,4553.01,Credit,Food Delivery
2025-04-24,phonepe@upi,1824.99,Credit,House Rent
2025-03-28,swiggy@upi,3710.2,Debit,Shopping
2025-01-17,gpay@upi,14258.99,Debit,Shopping
2024-12-30,paytm@upi,10491.04,Debit,Medical
2025-02-20,paytm@upi,14938.92,Credit,Shopping
2025-04-23,swiggy@upi,13720.0,Debit,Reimbursement
2025-01-30,swiggy@upi,11578.56,Credit,Medical
2025-05-23,rentcollection@upi,3102.45,Credit,Shopping
2025-03-02,phonepe@upi,8240.23,Debit,House Rent
2024-12-26,gpay@upi,2809.79,Credit,Shopping
2025-04-18,phonepe@upi,608.29,Debit,Subscription
2025-06-21,paytm@upi,10973.28,Credit,House Rent
2025-01-11,amazon@upi,8117.16,Credit,House Rent
2025-05-25,phonepe@upi,13442.32,Credit,Reimbursement
2025-02-20,phonepe@upi,14990.06,Credit,Reimbursement
2025-05-20,amazon@upi,8631.04,Credit,Medical
2025-04-11,paytm@upi,13919.55,Credit,Medical
2025-05-18,gpay@upi,2636.15,Credit,Shopping
2025-06-22,phonepe@upi,8084.01,Credit,Food Delivery
2024-12-29,swiggy@upi,2859.97,Credit,Subscription
2025-01-25,amazon@upi,13858.89,Credit,Reimbursement
2025-01-31,amazon@upi,1151.36,Debit,Reimbursement
2025-06-16,gpay@upi,12125.3,Credit,Food Delivery
