Date,Description,Debit (INR),Credit (INR),Balance
2025-05-15,Credit Card Payment,18567.49,,-12842043.39
2025-06-17,Fuel,1287.15,,-12843330.54
2025-02-23,Insurance Premium,5036.81,,-12848367.35
2025-02-14,Salary Credited,,13145.94,-12835221.41
2025-05-09,Salary Credited,,7417.2,-12827804.21
2024-12-28,UPI to Zomato,16876.83,,-12844681.04
2025-02-08,SIP Investment,9960.51,,-12854641.55
2025-05-10,Fuel,2559.6,,-12857201.15
2025-03-17,Medical Expense,18279.79,,-12875480.94
2025-02-20,UPI to Zomato,12571.2,,-12888052.14
2025-05-15,Salary Credited,,14490.25,-12873561.89
2025-02-20,Salary Credited,,11797.84,-12861764.05
2025-03-03,Flight Booking,16012.93,,-12877776.98
2025-06-24,Insurance Premium,19955.59,,-12897732.57
2025-02-08,Medical Expense,5894.04,,-12903626.61
2025-04-29,Credit Card Payment,17660.7,,-12921287.31
2025-04-15,Electricity Bill,1408.92,,-12922696.23
2025-01-30,Medical Expense,11399.69,,-12934095.92
2025-04-01,Credit Card Payment,1516.04,,-12935611.96
2025-03-21,Fuel,1643.91,,-12937255.87
2025-03-25,Medical Expense,7403.89,,-12944659.76
2025-02-05,UPI to Zomato,5642.44,,-12950302.2
2025-06-13,Credit Card Payment,11227.51,,-12961529.71
2025-01-01,Fuel,7242.16,,-12968771.87
2025-02-17,Flight Booking,18073.58,,-12986845.45
2025-02-11,Fuel,17286.99,,-13004132.44
2025-06-11,Credit Card Payment,16424.31,,-13020556.75
2025-03-03,Insurance Premium,9037.95,,-13029594.7
2025-01-28,Fuel,4703.19,,-13034297.89
2025-05-11,Amazon Purchase,1607.53,,-13035905.42
2025-06-23,Medical Expense,1032.37,,-13036937.79
2025-01-15,Electricity Bill,8581.53,,-13045519.32
2025-06-01,Amazon Purchase,12946.93,,-13058466.25
2025-06-22,Flight Booking,18075.67,,-13076541.92
2024-12-30,Flight Booking,861.63,,-13077403.55
2025-01-17,Insurance Premium,3597.37,,-13081000.92
2025-02-15,Credit Card Payment,8746.09,,-13089747.01
2025-04-09,Electricity Bill,9969.35,,-13099716.36
2025-04-21,UPI to Zomato,15260.78,,-13114977.14
2025-03-02,UPI to Zomato,14462.17,,-13129439.31
2025-03-02,Insurance Premium,9094.08,,-13138533.39
2025-04-22,Amazon Purchase,17559.09,,-13156092.48
2025-06-02,UPI to Zomato,16464.34,,-13172556.82
2025-04-04,Medical Expense,13329.35,,-13185886.17
2025-01-14,Electricity Bill,10821.51,,-13196707.68
2025-04-08,Electricity Bill,17705.95,,-13214413.63
2025-05-19,Salary Credited,,11983.85,-13202429.78
2025-06-19,Fuel,11376.5,,-13213806.28
2025-02-27,Medical Expense,18059.08,,-13231865.36
2025-03-17,Insurance Premium,2665.92,,-13234531.28
2025-02-09,Salary Credited,,17323.53,-13217207.75
2025-05-15,Salary Credited,,3889.16,-13213318.59
2025-03-28,SIP Investment,6573.82,,-13219892.41
2024-12-26,Salary Credited,,13515.44,-13206376.97
2025-03-30,Medical Expense,3648.55,,-13210025.52
2025-05-06,Flight Booking,6494.66,,-13216520.18
2025-05-03,Credit Card Payment,9718.53,,-13226238.71
2025-01-08,Electricity Bill,16433.5,,-13242672.21
2025-02-21,Insurance Premium,5866.18,,-13248538.39
2025-01-21,Credit Card Payment,13298.86,,-13261837.25
2025-04-19,Insurance Premium,4553.98,,-13266391.23
2025-03-11,UPI to Zomato,2269.71,,-13268660.94
2024-12-29,Amazon Purchase,11097.68,,-13279758.62
2025-05-01,Flight Booking,2011.7,,-13281770.32
2025-01-28,UPI to Zomato,17704.12,,-13299474.44
2025-05-27,Fuel,5396.47,,-13304870.91
2025-02-04,Insurance Premium,1380.33,,-13306251.24
2025-04-05,Salary Credited,,17934.96,-13288316.28
2025-05-11,Salary Credited,,13240.8,-13275075.48
2025-04-06,Insurance Premium,15040.95,,-13290116.43
2025-03-31,Flight Booking,1056.2,,-13291172.63
2025-04-22,Credit Card Payment,1980.73,,-13293153.36
2025-03-06,Flight Booking,7109.44,,-13300262.8
2025-05-15,Insurance Premium,10123.11,,-13310385.91
2024-12-26,UPI to Zomato,9595.31,,-13319981.22
2025-03-20,Salary Credited,,16386.48,-13303594.74
2025-03-08,Amazon Purchase,2369.92,,-13305964.66
2025-02-17,SIP Investment,13570.73,,-13319535.39
2025-05-14,Insurance Premium,7672.23,,-13327207.62
2025-03-08,SIP Investment,13798.63,,-13341006.25
2025-04-17,Electricity Bill,16215.46,,-13357221.71
2025-03-08,UPI to Zomato,8416.63,,-13365638.34
2025-04-19,Medical Expense,9843.9,,-13375482.24
2025-06-23,Credit Card Payment,3992.38,,-13379474.62
2025-05-08,Insurance Premium,16989.95,,-13396464.57
2025-06-03,Fuel,1162.65,,-13397627.22
2025-06-04,Electricity Bill,3742.48,,-13401369.7
2025-01-10,Amazon Purchase,17769.48,,-13419139.18
2025-02-11,Insurance Premium,4330.2,,-13423469.38
2025-06-24,Credit Card Payment,14351.93,,-13437821.31
2025-01-20,UPI to Zomato,11996.73,,-13449818.04
2025-02-24,Fuel,6415.78,,-13456233.82
2025-02-10,Electricity Bill,6381.34,,-13462615.16
2025-03-03,SIP Investment,18915.39,,-13481530.55
2025-03-01,Salary Credited,,7019.01,-13474511.54
2025-04-25,SIP Investment,14982.79,,-13489494.33
2025-05-13,Credit Card Payment,11706.37,,-13501200.7
2025-06-16,Medical Expense,2599.52,,-13503800.22
2025-06-18,Fuel,11527.77,,-13515327.99
2025-01-10,UPI to Zomato,8745.09,,-13524073.08
2025-05-20,Medical Expense,4331.21,,-13528404.29
2024-12-26,SIP Investment,9375.29,,-13537779.58
2025-01-27,Fuel,9148.31,,-13546927.89
2025-06-19,UPI to Zomato,12959.28,,-13559887.17
2025-02-16,Electricity Bill,5499.5,,-13565386.67
2025-03-26,SIP Investment,3579.32,,-13568965.99
2025-04-13,Insurance Premium,7706.92,,-13576672.91
2025-03-25,Electricity Bill,7108.37,,-13583781.28
2025-04-06,Credit Card Payment,16063.6,,-13599844.88
2025-01-15,Salary Credited,,1436.09,-13598408.79
2025-02-16,Amazon Purchase,13376.94,,-13611785.73
2025-02-15,UPI to Zomato,587.13,,-13612372.86
2025-06-01,Fuel,12009.53,,-13624382.39
2025-02-26,Medical Expense,18696.68,,-13643079.07
2025-05-08,Salary Credited,,4444.81,-13638634.26
2025-03-23,Fuel,9833.99,,-13648468.25
2025-01-21,Fuel,14922.26,,-13663390.51
2025-05-28,Credit Card Payment,13991.23,,-13677381.74
2025-04-29,Salary Credited,,11148.32,-13666233.42
2025-02-07,SIP Investment,14451.44,,-13680684.86
2025-03-15,SIP Investment,17404.6,,-13698089.46
2025-06-02,Medical Expense,3407.08,,-13701496.54
2025-05-12,Flight Booking,18253.67,,-13719750.21
2025-05-25,Medical Expense,3709.58,,-13723459.79
2025-06-17,Medical Expense,4286.45,,-13727746.24
2025-03-07,Flight Booking,4672.69,,-13732418.93
2025-05-02,Electricity Bill,11833.09,,-13744252.02
2025-06-03,Salary Credited,,7312.19,-13736939.83
2025-06-09,Salary Credited,,2534.2,-13734405.63
2025-03-08,SIP Investment,15840.79,,-13750246.42
2025-06-11,Insurance Premium,17897.88,,-13768144.3
2025-06-03,Amazon Purchase,16709.76,,-13784854.06
2025-02-10,Fuel,5367.29,,-13790221.35
2025-06-07,Medical Expense,15264.58,,-13805485.93
2025-04-15,SIP Investment,17668.11,,-13823154.04
2025-01-25,Insurance Premium,13515.0,,-13836669.04
2025-03-05,Amazon Purchase,15910.73,,-13852579.77
2025-03-27,Insurance Premium,19994.85,,-13872574.62
2025-04-09,SIP Investment,10939.78,,-13883514.4
2025-06-13,Flight Booking,16014.88,,-13899529.28
2025-01-10,Flight Booking,13570.84,,-13913100.12
2025-06-14,Flight Booking,16295.35,,-13929395.47
2025-03-19,Salary Credited,,1490.97,-13927904.5
2025-03-24,Medical Expense,19146.23,,-13947050.73
2025-03-01,Salary Credited,,9708.42,-13937342.31
2025-01-22,Salary Credited,,17336.65,-13920005.66
2025-04-19,UPI to Zomato,16980.22,,-13936985.88
2025-01-01,Flight Booking,18416.39,,-13955402.27
2025-03-27,Flight Booking,5349.63,,-13960751.9
2025-02-25,Credit Card Payment,6194.4,,-13966946.3
2025-06-07,Insurance Premium,4655.39,,-13971601.69
2025-03-17,Salary Credited,,9012.52,-13962589.17
2024-12-31,Medical Expense,15359.11,,-13977948.28
2025-03-15,Salary Credited,,13023.59,-13964924.69
2025-03-18,Credit Card Payment,7823.12,,-13972747.81
2025-04-28,Insurance Premium,17312.69,,-13990060.5
2025-02-26,Fuel,649.44,,-13990709.94
2025-01-29,UPI to Zomato,17817.33,,-14008527.27
2025-03-14,Credit Card Payment,4353.93,,-14012881.2
2025-03-23,Flight Booking,8223.02,,-14021104.22
2025-03-21,SIP Investment,9840.7,,-14030944.92
2025-05-29,Electricity Bill,11402.1,,-14042347.02
2025-02-13,SIP Investment,4000.35,,-14046347.37
2025-02-12,Flight Booking,13782.69,,-14060130.06
2025-02-22,Credit Card Payment,3102.15,,-14063232.21
2025-05-01,Salary Credited,,18090.64,-14045141.57
2025-06-18,Electricity Bill,7047.88,,-14052189.45
2025-03-12,Flight Booking,17147.94,,-14069337.39
2025-05-08,UPI to Zomato,673.18,,-14070010.57
2025-06-04,Salary Credited,,7746.15,-14062264.42
2025-05-26,Amazon Purchase,10922.63,,-14073187.05
2025-05-19,Credit Card Payment,6313.5,,-14079500.55
2025-03-25,UPI to Zomato,13090.96,,-14092591.51
2025-03-03,SIP Investment,17546.32,,-14110137.83
2025-06-22,UPI to Zomato,1661.58,,-14111799.41
2025-03-30,Flight Booking,15162.14,,-14126961.55
2025-03-13,Medical Expense,10002.25,,-14136963.8
2025-06-13,Credit Card Payment,9011.93,,-14145975.73
2024-12-25,SIP Investment,5186.02,,-14151161.75
2025-04-26,Credit Card Payment,17768.14,,-14168929.89
2025-01-17,Electricity Bill,1815.8,,-14170745.69
2025-02-17,Insurance Premium,14233.26,,-14184978.95
2025-01-10,Flight Booking,2684.62,,-14187663.57
2025-03-05,Insurance Premium,2250.58,,-14189914.15
2025-03-03,Medical Expense,3017.93,,-14192932.08
2025-03-28,UPI to Zomato,11404.36,,-14204336.44
2025-02-01,Medical Expense,5474.03,,-14209810.47
2025-04-04,Salary Credited,,4140.56,-14205669.91
2025-03-06,Credit Card Payment,5242.56,,-14210912.47
2025-04-03,Electricity Bill,19151.03,,-14230063.5
2025-06-20,Credit Card Payment,11393.08,,-14241456.58
2025-01-30,Flight Booking,4078.29,,-14245534.87
2025-01-03,Salary Credited,,11199.71,-14234335.16
2025-04-20,Electricity Bill,908.93,,-14235244.09
2025-05-01,Medical Expense,1736.05,,-14236980.14
2025-06-17,Electricity Bill,11052.58,,-14248032.72
2025-03-07,SIP Investment,9479.53,,-14257512.25
2025-01-16,Amazon Purchase,16509.76,,-14274022.01
2025-02-17,Amazon Purchase,3740.59,,-14277762.6
2025-05-12,Electricity Bill,12352.02,,-14290114.62
2025-03-29,SIP Investment,15187.24,,-14305301.86
2025-02-14,SIP Investment,9916.85,,-14315218.71
2025-06-02,Flight Booking,4005.24,,-14319223.95
2025-01-02,Electricity Bill,5672.46,,-14324896.41
2025-02-19,Amazon Purchase,10914.63,,-14335811.04
2025-04-05,Medical Expense,12404.39,,-14348215.43
2025-03-29,Credit Card Payment,10053.15,,-14358268.58
2025-02-14,Salary Credited,,18021.97,-14340246.61
2025-05-22,Insurance Premium,3676.6,,-14343923.21
2025-01-06,Fuel,18177.92,,-14362101.13
2025-06-17,Medical Expense,10099.82,,-14372200.95
2025-03-02,UPI to Zomato,17954.56,,-14390155.51
2025-04-12,Salary Credited,,14055.3,-14376100.21
2025-02-12,Insurance Premium,11607.02,,-14387707.23
2025-04-01,Credit Card Payment,9899.05,,-14397606.28
2025-05-22,UPI to Zomato,18367.09,,-14415973.37
2025-05-12,Medical Expense,14046.24,,-14430019.61
2025-06-20,Insurance Premium,2344.96,,-14432364.57
2025-04-23,Fuel,4625.16,,-14436989.73
2025-05-09,Flight Booking,1889.56,,-14438879.29
2025-01-13,Salary Credited,,14157.15,-14424722.14
2025-03-27,SIP Investment,2471.38,,-14427193.52
2025-01-20,Insurance Premium,1038.5,,-14428232.02
2025-06-17,Medical Expense,12621.36,,-14440853.38
2025-02-11,Electricity Bill,2787.56,,-14443640.94
2025-05-04,Salary Credited,,1809.68,-14441831.26
2025-03-07,UPI to Zomato,13314.68,,-14455145.94
2025-05-01,Flight Booking,7554.88,,-14462700.82
2025-05-06,Flight Booking,14046.58,,-14476747.4
2024-12-27,Fuel,17336.12,,-14494083.52
2025-01-10,SIP Investment,3338.91,,-14497422.43
2025-05-28,Salary Credited,,17929.88,-14479492.55
2025-04-20,Fuel,18820.41,,-14498312.96
2025-01-11,Fuel,13804.72,,-14512117.68
2025-06-16,Fuel,12147.31,,-14524264.99
2025-06-25,Flight Booking,9952.82,,-14534217.81
2025-06-12,Amazon Purchase,12509.81,,-14546727.62
2025-01-04,Electricity Bill,8226.16,,-14554953.78
2025-01-06,Fuel,18224.16,,-14573177.94
2025-01-10,Flight Booking,4190.28,,-14577368.22
2025-04-28,Fuel,13614.9,,-14590983.12
2025-06-11,Fuel,1161.58,,-14592144.7
2025-01-14,Medical Expense,19103.66,,-14611248.36
2025-02-25,UPI to Zomato,4460.16,,-14615708.52
2025-01-01,Amazon Purchase,3337.0,,-14619045.52
2025-03-16,Credit Card Payment,13998.16,,-14633043.68
2025-05-22,Electricity Bill,543.13,,-14633586.81
2025-04-30,Insurance Premium,927.11,,-14634513.92
2025-01-22,Salary Credited,,2704.13,-14631809.79
2025-03-15,SIP Investment,17346.07,,-14649155.86
2025-03-01,Electricity Bill,12159.73,,-14661315.59
2025-01-05,Electricity Bill,11008.23,,-14672323.82
2025-06-14,SIP Investment,601.66,,-14672925.48
2025-04-17,Fuel,9798.19,,-14682723.67
2025-05-12,UPI to Zomato,4471.52,,-14687195.19
2025-05-25,SIP Investment,19284.66,,-14706479.85
2025-06-05,Salary Credited,,2973.98,-14703505.87
2025-02-27,Medical Expense,5130.14,,-14708636.01
2025-03-14,SIP Investment,9060.43,,-14717696.44
2025-04-12,Credit Card Payment,11959.09,,-14729655.53
2025-04-25,Salary Credited,,762.39,-14728893.14
2025-01-07,Medical Expense,19083.06,,-14747976.2
2025-02-02,Electricity Bill,3399.71,,-14751375.91
2025-01-13,Fuel,19604.55,,-14770980.46
2025-03-14,Insurance Premium,15417.11,,-14786397.57
2025-04-16,Medical Expense,1274.29,,-14787671.86
2025-02-19,Fuel,11737.33,,-14799409.19
2025-06-17,Amazon Purchase,5391.39,,-14804800.58
2025-04-30,Credit Card Payment,4774.25,,-14809574.83
2025-04-04,SIP Investment,3405.87,,-14812980.7
2025-06-15,SIP Investment,16654.01,,-14829634.71
2025-02-10,Flight Booking,4690.26,,-14834324.97
2025-02-07,Fuel,1906.99,,-14836231.96
2025-04-10,UPI to Zomato,3663.56,,-14839895.52
2025-04-27,Salary Credited,,17193.8,-14822701.72
2025-05-20,UPI to Zomato,14999.52,,-14837701.24
2025-03-08,Salary Credited,,1232.91,-14836468.33
2025-04-01,SIP Investment,8565.76,,-14845034.09
2025-04-20,UPI to Zomato,2078.09,,-14847112.18
2025-02-28,Insurance Premium,17192.2,,-14864304.38
2025-02-10,Salary Credited,,19647.67,-14844656.71
2025-04-22,Insurance Premium,9086.35,,-14853743.06
2025-01-15,Flight Booking,5296.38,,-14859039.44
2025-01-05,Flight Booking,18269.68,,-14877309.12
2025-03-29,Salary Credited,,11199.63,-14866109.49
2025-01-01,Credit Card Payment,5806.62,,-14871916.11
2025-05-17,Medical Expense,1612.07,,-14873528.18
2025-03-24,Insurance Premium,15703.89,,-14889232.07
2025-04-17,SIP Investment,14551.73,,-14903783.8
2025-03-15,Electricity Bill,6554.22,,-14910338.02
2025-04-20,Salary Credited,,12442.79,-14897895.23
2025-04-25,Amazon Purchase,16607.89,,-14914503.12
2025-04-28,Amazon Purchase,4458.24,,-14918961.36
2025-05-17,Electricity Bill,6928.95,,-14925890.31
2025-01-19,Fuel,17815.45,,-14943705.76
2025-01-08,Credit Card Payment,2284.09,,-14945989.85
2025-03-23,Fuel,706.85,,-14946696.7
2025-02-19,Insurance Premium,6783.15,,-14953479.85
2025-05-19,Fuel,14254.17,,-14967734.02
2025-05-26,Amazon Purchase,9420.11,,-14977154.13
2025-05-17,UPI to Zomato,12386.39,,-14989540.52
2025-02-07,Flight Booking,7152.66,,-14996693.18
2025-04-17,Amazon Purchase,7975.11,,-15004668.29
2025-06-21,Medical Expense,17617.92,,-15022286.21
2025-03-25,Medical Expense,6563.85,,-15028850.06
2025-05-23,Salary Credited,,1363.31,-15027486.75
2025-04-19,Fuel,3134.41,,-15030621.16
2025-03-10,Fuel,7210.49,,-15037831.65
2025-04-15,Medical Expense,2847.93,,-15040679.58
2025-04-27,Fuel,9226.46,,-15049906.04
2025-03-19,Salary Credited,,18822.81,-15031083.23
2025-03-18,Amazon Purchase,2540.99,,-15033624.22
2025-01-01,UPI to Zomato,1942.58,,-15035566.8
2025-06-17,UPI to Zomato,17964.66,,-15053531.46
2025-04-23,Electricity Bill,6690.52,,-15060221.98
2024-12-26,Amazon Purchase,1258.94,,-15061480.92
2025-02-23,Electricity Bill,7936.5,,-15069417.42
2025-03-30,Amazon Purchase,2532.99,,-15071950.41
2025-05-31,Medical Expense,5946.37,,-15077896.78
2025-03-13,Amazon Purchase,19178.09,,-15097074.87
2025-06-25,SIP Investment,19437.33,,-15116512.2
2025-05-15,Credit Card Payment,884.22,,-15117396.42
2025-04-14,Fuel,5636.75,,-15123033.17
2025-01-05,Salary Credited,,13532.5,-15109500.67
2024-12-26,Salary Credited,,5557.22,-15103943.45
2025-06-07,Amazon Purchase,5756.06,,-15109699.51
2025-04-10,Insurance Premium,11985.76,,-15121685.27
2025-03-10,Electricity Bill,10529.81,,-15132215.08
2025-05-13,SIP Investment,9030.27,,-15141245.35
2025-02-18,Flight Booking,16479.61,,-15157724.96
2025-05-20,Insurance Premium,5218.77,,-15162943.73
2025-03-20,Credit Card Payment,16294.99,,-15179238.72
2025-06-25,Flight Booking,7570.55,,-15186809.27
2025-06-04,UPI to Zomato,7954.2,,-15194763.47
2025-02-25,Amazon Purchase,1027.12,,-15195790.59
2025-01-24,Amazon Purchase,8384.84,,-15204175.43
2025-03-30,Credit Card Payment,14328.45,,-15218503.88
2025-04-14,Amazon Purchase,6524.65,,-15225028.53
2025-02-09,Amazon Purchase,18344.17,,-15243372.7
2025-01-04,Fuel,3571.96,,-15246944.66
2024-12-27,Salary Credited,,15092.64,-15231852.02
2025-01-15,Salary Credited,,8761.92,-15223090.1
2025-02-20,SIP Investment,18239.67,,-15241329.77
2025-04-18,UPI to Zomato,4396.47,,-15245726.24
2025-01-19,Medical Expense,19543.56,,-15265269.8
2024-12-30,Flight Booking,6348.92,,-15271618.72
2025-05-23,Fuel,10867.71,,-15282486.43
2025-06-05,Fuel,1940.69,,-15284427.12
2025-06-24,Medical Expense,6577.39,,-15291004.51
2025-02-08,Electricity Bill,4536.8,,-15295541.31
2025-05-02,Salary Credited,,5613.64,-15289927.67
2025-04-21,Medical Expense,11670.05,,-15301597.72
2025-05-07,SIP Investment,17714.41,,-15319312.13
2025-02-28,Insurance Premium,10406.16,,-15329718.29
2025-04-04,Electricity Bill,10240.92,,-15339959.21
2025-05-12,Insurance Premium,11140.94,,-15351100.15
2025-06-02,Medical Expense,10017.41,,-15361117.56
2025-03-09,Insurance Premium,6214.12,,-15367331.68
2025-04-01,SIP Investment,10990.81,,-15378322.49
2025-06-21,Flight Booking,2741.43,,-15381063.92
2024-12-27,Fuel,4950.7,,-15386014.62
2025-05-25,Salary Credited,,17344.34,-15368670.28
2025-01-08,Amazon Purchase,18489.54,,-15387159.82
2025-02-02,UPI to Zomato,9212.54,,-15396372.36
2025-03-24,Fuel,7330.42,,-15403702.78
2025-06-06,SIP Investment,8484.2,,-15412186.98
2025-02-22,UPI to Zomato,11798.23,,-15423985.21
2025-03-22,Amazon Purchase,18143.47,,-15442128.68
2025-06-12,UPI to Zomato,14063.17,,-15456191.85
2025-01-16,Salary Credited,,13354.4,-15442837.45
2024-12-30,UPI to Zomato,13204.63,,-15456042.08
2025-02-01,Flight Booking,9569.92,,-15465612.0
2025-03-16,Fuel,19534.16,,-15485146.16
2025-01-30,UPI to Zomato,18184.81,,-15503330.97
2025-02-05,UPI to Zomato,18490.6,,-15521821.57
2025-03-10,Credit Card Payment,12569.88,,-15534391.45
2024-12-26,Electricity Bill,12770.83,,-15547162.28
2025-04-17,Salary Credited,,16549.52,-15530612.76
2025-01-07,Flight Booking,10228.08,,-15540840.84
2025-04-18,Credit Card Payment,13001.6,,-15553842.44
2025-01-27,Amazon Purchase,5533.48,,-15559375.92
2025-05-28,UPI to Zomato,14832.62,,-15574208.54
2025-01-13,Electricity Bill,4138.4,,-15578346.94
2025-03-29,Salary Credited,,9821.37,-15568525.57
2025-06-02,Flight Booking,3177.9,,-15571703.47
2025-06-15,Fuel,16558.45,,-15588261.92
2025-01-09,Flight Booking,3040.61,,-15591302.53
2025-05-28,SIP Investment,14476.91,,-15605779.44
2025-06-01,Insurance Premium,7420.17,,-15613199.61
2025-03-06,Amazon Purchase,13279.93,,-15626479.54
2025-05-13,Medical Expense,10560.05,,-15637039.59
2025-06-12,Insurance Premium,13967.64,,-15651007.23
2025-03-05,UPI to Zomato,16169.5,,-15667176.73
2025-04-17,Salary Credited,,3463.21,-15663713.52
2025-01-29,Flight Booking,17141.42,,-15680854.94
2025-01-20,Medical Expense,9520.54,,-15690375.48
2025-06-04,Fuel,1374.08,,-15691749.56
2025-02-18,Flight Booking,17544.95,,-15709294.51
2025-04-06,UPI to Zomato,2555.33,,-15711849.84
2025-04-14,SIP Investment,6841.49,,-15718691.33
2025-05-22,Medical Expense,19125.41,,-15737816.74
2025-06-15,Fuel,14673.04,,-15752489.78
2025-04-20,Fuel,16966.22,,-15769456.0
2025-01-22,UPI to Zomato,16410.33,,-15785866.33
2025-04-12,Electricity Bill,8406.61,,-15794272.94
2025-02-03,Electricity Bill,6246.66,,-15800519.6
2025-05-13,Salary Credited,,14981.63,-15785537.97
2025-01-23,Medical Expense,13272.3,,-15798810.27
2025-05-31,Fuel,17889.76,,-15816700.03
2025-05-25,Fuel,13052.19,,-15829752.22
2025-06-04,Amazon Purchase,10559.26,,-15840311.48
2025-03-31,Insurance Premium,12592.56,,-15852904.04
2025-03-05,Salary Credited,,3010.97,-15849893.07
2025-04-28,Fuel,6816.81,,-15856709.88
2025-04-13,Insurance Premium,2732.34,,-15859442.22
2025-06-10,Amazon Purchase,12935.65,,-15872377.87
2025-05-29,Electricity Bill,14826.58,,-15887204.45
2025-05-11,SIP Investment,13679.44,,-15900883.89
2025-04-12,Salary Credited,,6145.08,-15894738.81
2025-01-26,Flight Booking,5261.75,,-15900000.56
2025-05-11,Credit Card Payment,15918.48,,-15915919.04
2025-05-25,Credit Card Payment,1526.34,,-15917445.38
2025-01-20,Electricity Bill,5851.96,,-15923297.34
2025-05-19,Salary Credited,,6262.66,-15917034.68
2025-01-08,Salary Credited,,8148.42,-15908886.26
2025-02-16,Fuel,14574.81,,-15923461.07
